python,javascript,html_css,sql,problem_solving,ml_ai,design,networking,devops,communication,role
0.524,0.027,0.082,0.942,0.662,0.472,0.348,0.126,0.0,0.692,Data Analyst
0.102,0.619,0.485,0.127,0.501,0.04,0.929,0.026,0.114,0.631,UI/UX Designer
0.685,0.625,0.146,0.493,0.787,0.069,0.123,0.161,0.488,0.953,QA / Test Engineer
0.376,0.0,0.0,0.306,0.767,0.009,0.102,1.0,0.615,0.489,Network Engineer
0.901,0.15,0.06,0.54,0.896,0.667,0.252,0.0,0.162,0.639,Data Scientist
0.229,0.983,0.961,0.144,0.551,0.082,0.845,0.023,0.339,0.739,Frontend Developer
0.68,0.0,0.086,0.957,0.492,0.47,0.167,0.02,0.11,0.934,Data Analyst
0.52,0.472,0.315,0.245,0.758,0.045,0.016,0.141,0.725,0.725,QA / Test Engineer
0.261,0.663,0.407,0.371,0.356,0.056,0.428,0.086,0.258,0.156,Mobile App Developer
0.357,0.854,0.813,0.562,0.74,0.0,0.883,0.096,0.252,0.517,Mobile App Developer
0.732,0.685,0.561,0.587,0.828,0.191,0.642,0.139,0.379,0.632,Full Stack Developer
0.78,0.488,0.176,0.208,0.877,0.169,0.214,0.852,1.0,0.567,Cybersecurity Analyst
0.986,0.071,0.053,0.396,0.982,0.973,0.023,0.1,0.085,0.509,ML Engineer
0.785,0.22,0.014,0.818,0.557,0.478,0.292,0.066,0.0,0.625,Data Analyst
0.979,0.664,0.726,0.61,0.896,0.192,0.518,0.237,0.311,0.777,Full Stack Developer
0.765,0.036,0.001,0.602,0.613,0.691,0.01,0.22,0.471,0.0,ML Engineer
0.571,0.106,0.205,0.784,0.756,0.099,0.049,0.934,0.611,0.527,Cybersecurity Analyst
0.442,0.063,0.001,0.902,0.699,0.0,0.0,0.303,0.316,0.425,Database Administrator
0.823,0.048,0.122,0.377,0.832,0.093,0.023,0.892,0.963,0.423,DevOps Engineer
0.893,0.276,0.195,0.657,0.918,0.918,0.132,0.161,0.613,0.62,ML Engineer
0.919,0.769,0.263,0.678,0.751,0.258,0.014,0.64,0.48,0.501,Backend Developer
0.966,0.174,0.002,0.613,0.837,0.824,0.113,0.065,0.307,0.714,Data Scientist
0.608,0.218,0.088,0.361,0.894,0.111,0.045,0.917,1.0,0.422,Cloud Engineer
0.739,0.113,0.0,0.203,0.788,0.041,0.091,0.877,0.625,0.327,Cybersecurity Analyst
0.532,0.898,0.415,0.316,0.725,0.111,0.751,0.049,0.373,0.498,Mobile App Developer
0.438,0.078,0.087,0.584,0.591,0.796,0.0,0.182,0.247,0.299,Data Scientist
0.064,0.242,0.652,0.006,0.392,0.027,0.976,0.027,0.144,0.698,UI/UX Designer
0.089,0.262,0.783,0.228,0.575,0.048,0.99,0.0,0.027,1.0,UI/UX Designer
0.75,0.88,0.733,0.794,0.621,0.271,0.572,0.225,0.305,0.848,Full Stack Developer
0.878,0.158,0.076,0.332,0.821,0.048,0.037,0.79,0.867,0.639,Cloud Engineer
0.325,0.097,0.019,0.937,0.665,0.061,0.07,0.358,0.362,0.346,Database Administrator
0.75,0.155,0.103,1.0,0.879,0.649,0.688,0.052,0.229,0.876,Data Analyst
0.416,0.022,0.015,0.961,0.623,0.065,0.022,0.433,0.476,0.515,Database Administrator
0.395,0.539,0.151,0.735,0.57,0.101,0.543,0.122,0.632,0.504,QA / Test Engineer
0.275,0.021,0.057,0.239,0.499,0.056,0.005,0.886,0.484,0.053,System Administrator
0.362,0.032,0.0,0.54,0.811,0.043,0.07,0.895,0.721,0.411,System Administrator
0.492,0.137,0.186,0.935,0.849,0.283,0.375,0.03,0.202,0.614,Data Analyst
0.169,0.044,0.06,0.02,0.439,0.113,0.058,0.92,0.782,0.708,Network Engineer
0.751,0.137,0.205,0.631,0.659,0.305,0.013,0.342,0.538,0.42,Backend Developer
0.663,0.234,0.136,0.939,0.563,0.561,0.07,0.368,0.375,0.799,Data Analyst
0.612,0.443,0.0,0.564,0.71,0.118,0.151,0.203,0.37,0.618,QA / Test Engineer
0.373,0.145,0.006,0.185,0.678,0.007,0.023,1.0,0.91,0.415,Network Engineer
0.206,0.136,0.008,0.387,0.67,0.0,0.11,0.834,0.591,0.616,System Administrator
0.711,0.209,0.083,0.882,0.924,0.471,0.431,0.058,0.112,0.594,Data Analyst
0.372,0.0,0.138,0.341,0.733,0.063,0.082,0.75,0.696,0.989,System Administrator
0.949,0.16,0.103,0.911,0.872,0.137,0.0,0.413,0.12,0.549,Backend Developer
0.287,0.126,0.157,0.36,0.465,0.026,0.114,0.199,0.327,0.08,QA / Test Engineer
0.05,0.562,0.832,0.089,0.33,0.072,0.972,0.038,0.023,0.911,UI/UX Designer
0.321,0.839,0.406,0.486,0.679,0.137,0.691,0.107,0.33,0.287,Mobile App Developer
0.674,0.069,0.172,0.848,0.328,0.313,0.59,0.093,0.0,0.789,Data Analyst
0.685,0.175,0.078,0.542,0.868,0.097,0.294,0.788,0.895,0.555,Cloud Engineer
0.724,0.621,0.136,0.495,0.686,0.043,0.094,0.229,0.501,0.782,QA / Test Engineer
0.324,0.468,0.744,0.177,0.663,0.0,0.497,0.002,0.051,0.741,Frontend Developer
0.911,0.093,0.088,0.372,0.902,0.959,0.031,0.114,0.071,0.637,ML Engineer
0.18,0.071,0.005,0.129,0.56,0.0,0.079,1.0,0.256,0.528,Network Engineer
0.849,0.132,0.104,0.735,0.831,0.791,0.2,0.065,0.327,0.5,Data Scientist
0.168,0.106,0.0,0.319,0.526,0.043,0.037,0.689,0.14,0.479,Cybersecurity Analyst
0.823,0.075,0.049,0.75,0.513,0.116,0.226,0.0,0.035,0.509,Data Analyst
0.715,0.198,0.245,0.908,0.841,0.09,0.134,0.582,0.85,0.669,DevOps Engineer
0.334,0.053,0.057,0.391,0.752,0.041,0.0,0.952,0.464,0.617,Network Engineer
0.988,0.0,0.0,0.531,0.907,0.835,0.027,0.048,0.061,0.327,ML Engineer
0.42,0.0,0.165,0.16,0.583,0.097,0.042,0.792,0.97,0.534,Cloud Engineer
0.41,0.101,0.0,0.229,0.976,0.035,0.038,0.967,0.359,0.264,Cybersecurity Analyst
0.918,0.166,0.0,0.426,0.94,0.965,0.062,0.104,0.49,0.327,ML Engineer
0.873,0.294,0.159,0.855,0.859,0.979,0.101,0.167,0.22,0.584,Data Scientist
0.295,0.727,1.0,0.373,0.592,0.165,0.798,0.016,0.033,0.325,Frontend Developer
0.666,0.478,0.076,0.394,0.955,0.079,0.143,0.113,0.375,0.79,QA / Test Engineer
0.797,0.137,0.016,0.327,0.694,0.071,0.068,0.906,0.808,0.417,DevOps Engineer
0.87,0.828,0.797,0.527,0.771,0.021,0.214,0.157,0.098,0.297,Full Stack Developer
0.913,0.422,0.09,0.309,0.545,0.08,0.226,0.031,0.012,0.747,QA / Test Engineer
0.01,0.034,0.018,0.329,0.67,0.092,0.069,0.99,0.69,0.279,Network Engineer
0.174,0.782,0.96,0.208,0.605,0.114,1.0,0.092,0.162,0.54,Frontend Developer
0.761,0.195,0.081,0.679,0.832,0.041,0.072,0.89,1.0,0.541,Cloud Engineer
0.645,0.193,0.06,0.679,0.868,0.086,0.047,0.931,1.0,0.548,Cloud Engineer
0.963,0.322,0.012,0.791,0.846,0.023,0.072,0.524,0.571,0.547,Backend Developer
0.473,0.0,0.0,0.402,0.537,0.106,0.068,0.566,0.664,0.363,DevOps Engineer
0.572,0.383,0.06,0.481,0.795,0.047,0.236,0.281,0.528,0.916,QA / Test Engineer
0.128,0.767,0.616,0.704,0.787,0.012,0.715,0.23,0.465,0.148,Mobile App Developer
0.062,0.137,0.753,0.0,0.003,0.078,0.871,0.033,0.079,0.401,UI/UX Designer
0.856,0.021,0.034,0.592,0.871,0.884,0.171,0.178,0.42,0.552,Data Scientist
0.097,0.816,1.0,0.044,0.663,0.066,0.718,0.173,0.195,0.54,Frontend Developer
0.914,0.141,0.133,0.762,0.774,0.973,0.071,0.081,0.248,0.648,Data Scientist
0.201,0.208,0.02,0.906,0.777,0.189,0.0,0.61,0.298,0.277,Database Administrator
0.0,0.938,0.956,0.235,0.583,0.082,0.754,0.169,0.269,0.487,Frontend Developer
0.24,0.139,0.0,0.383,0.725,0.0,0.02,0.633,0.442,0.476,Cybersecurity Analyst
0.636,0.034,0.015,0.54,0.729,0.003,0.088,0.874,0.264,0.361,Cybersecurity Analyst
0.756,0.0,0.051,1.0,0.904,0.336,0.593,0.0,0.211,0.969,Data Analyst
0.951,0.0,0.004,0.693,0.965,0.912,0.098,0.117,0.353,0.346,ML Engineer
0.274,0.203,0.332,0.554,0.673,0.022,0.17,0.25,0.139,0.717,QA / Test Engineer
0.402,0.0,0.031,0.911,0.801,0.0,0.097,0.381,0.487,0.204,Database Administrator
0.453,0.032,0.054,0.889,0.807,0.481,0.101,0.029,0.022,0.688,Data Analyst
0.473,0.064,0.07,0.197,0.862,0.0,0.097,0.977,0.606,0.395,Cybersecurity Analyst
0.379,0.261,0.285,0.364,0.613,0.059,0.192,0.897,0.657,0.457,System Administrator
0.766,0.199,0.34,0.888,0.725,0.118,0.006,0.764,0.818,0.317,Cloud Engineer
0.08,0.322,0.752,0.005,0.371,0.026,0.998,0.035,0.029,0.902,UI/UX Designer
0.716,0.087,0.19,0.37,0.586,0.0,0.038,0.283,0.454,0.132,Backend Developer
0.559,0.091,0.024,0.672,0.7,0.02,0.028,0.0,0.136,0.256,Database Administrator
0.586,0.205,0.113,0.858,0.578,0.372,0.144,0.032,0.099,0.518,Data Analyst
0.392,0.638,0.687,0.342,0.754,0.0,0.826,0.388,0.301,0.207,Mobile App Developer
0.589,0.118,0.017,0.444,0.9,0.152,0.045,0.956,0.212,0.28,Cybersecurity Analyst
0.696,0.727,0.727,0.603,0.779,0.118,0.463,0.315,0.546,0.632,Full Stack Developer
0.646,0.842,0.721,0.545,0.695,0.328,0.338,0.458,0.259,0.705,Full Stack Developer
0.335,0.13,0.297,0.92,0.768,0.238,0.212,0.559,0.306,0.718,Database Administrator
0.368,0.0,0.138,0.478,0.867,0.056,0.081,0.801,0.503,0.66,Cybersecurity Analyst
0.227,0.928,0.927,0.471,0.563,0.062,0.807,0.004,0.517,0.455,Frontend Developer
0.497,0.078,0.126,0.841,0.695,0.326,0.39,0.021,0.03,0.739,Data Analyst
0.975,0.176,0.0,0.707,1.0,0.998,0.06,0.043,0.075,0.718,Data Scientist
0.643,0.256,0.056,0.46,0.84,0.067,0.033,0.849,0.806,0.307,DevOps Engineer
0.594,0.236,0.09,0.458,0.663,0.074,0.0,0.463,0.934,0.503,DevOps Engineer
0.88,0.363,0.054,0.808,0.795,0.194,0.193,0.479,0.449,0.116,Backend Developer
0.703,0.064,0.071,0.498,0.793,0.0,0.0,0.823,0.887,0.396,DevOps Engineer
0.365,0.0,0.0,0.01,0.868,0.157,0.019,0.818,1.0,0.184,Cloud Engineer
0.515,0.116,0.0,0.891,0.708,0.319,0.175,0.041,0.049,0.689,Data Analyst
0.712,0.142,0.068,0.182,0.808,0.015,0.044,0.809,0.629,0.732,System Administrator
0.675,0.064,0.069,0.802,0.731,0.445,0.392,0.101,0.065,0.933,Data Analyst
0.989,0.082,0.047,0.343,0.955,0.985,0.017,0.081,0.029,0.075,ML Engineer
0.465,0.016,0.259,0.476,0.469,0.0,0.068,0.035,0.601,0.53,QA / Test Engineer
0.178,0.053,0.059,0.312,0.515,0.09,0.036,0.418,0.699,0.439,DevOps Engineer
0.818,0.129,0.102,0.319,0.828,0.197,0.071,0.6,0.971,0.681,DevOps Engineer
0.448,0.136,0.001,0.284,0.523,0.0,0.005,0.718,0.499,0.64,Cloud Engineer
0.784,0.31,0.132,0.743,0.761,0.0,0.257,0.898,0.489,0.397,Cybersecurity Analyst
0.227,0.978,0.98,0.201,0.38,0.051,0.936,0.165,0.122,0.602,Frontend Developer
0.17,0.0,0.049,0.166,0.27,0.001,0.009,0.988,0.361,0.184,Network Engineer
0.953,0.848,0.945,0.897,0.746,0.0,0.271,0.148,0.323,0.653,Full Stack Developer
0.743,0.069,0.0,0.982,0.825,0.0,0.01,0.593,0.37,0.294,Database Administrator
0.525,0.606,0.615,0.379,0.649,0.253,0.901,0.032,0.279,0.387,Mobile App Developer
0.426,0.0,0.0,0.278,0.777,0.098,0.031,0.93,0.472,0.505,Network Engineer
0.491,0.097,0.089,0.373,0.497,0.031,0.069,0.669,0.943,0.478,System Administrator
1.0,0.898,0.795,0.873,0.6,0.109,0.658,0.314,0.547,0.769,Full Stack Developer
0.77,0.255,0.096,0.623,0.807,0.055,0.058,0.937,0.883,0.71,DevOps Engineer
0.765,0.839,0.751,0.648,0.906,0.107,0.614,0.253,0.457,0.839,Full Stack Developer
0.961,0.059,0.24,0.327,0.829,0.93,0.114,0.143,0.46,0.31,ML Engineer
0.546,0.339,0.122,0.515,0.485,0.314,0.008,0.458,0.228,0.731,Backend Developer
0.631,0.177,0.0,0.524,0.734,0.101,0.0,0.813,0.793,0.279,Cloud Engineer
0.794,0.19,0.083,0.891,0.776,0.0,0.26,0.362,0.817,0.681,Backend Developer
0.755,0.153,0.0,0.946,0.737,0.369,0.317,0.004,0.104,0.781,Data Analyst
0.538,0.167,0.0,0.168,0.787,0.052,0.0,0.839,0.893,0.441,DevOps Engineer
0.382,0.059,0.101,0.921,0.683,0.095,0.052,0.335,0.128,0.629,Database Administrator
0.0,0.077,0.058,0.242,0.18,0.095,0.0,0.64,0.665,0.049,Network Engineer
0.078,0.511,0.869,0.237,0.362,0.134,1.0,0.065,0.062,1.0,UI/UX Designer
0.0,0.161,0.862,0.087,0.429,0.052,0.985,0.059,0.02,0.922,UI/UX Designer
0.539,0.915,0.381,0.031,0.686,0.102,0.674,0.122,0.138,0.588,Mobile App Developer
1.0,0.169,0.004,0.738,0.909,0.916,0.009,0.0,0.0,0.523,Data Scientist
0.095,0.904,0.508,0.461,0.82,0.123,0.559,0.163,0.283,0.567,Mobile App Developer
0.027,0.764,0.638,0.207,0.602,0.082,0.716,0.084,0.12,0.411,Frontend Developer
0.948,0.285,0.154,0.86,0.85,0.346,0.04,0.503,0.22,0.383,Backend Developer
0.973,0.171,0.003,0.658,0.908,1.0,0.152,0.0,0.281,0.406,Data Scientist
0.553,0.0,0.074,0.931,0.665,0.183,0.05,0.706,0.266,0.418,Database Administrator
0.032,0.54,0.796,0.003,0.48,0.0,0.965,0.015,0.022,1.0,UI/UX Designer
0.911,0.184,0.08,0.744,0.904,0.961,0.0,0.132,0.458,0.528,ML Engineer
0.489,0.039,0.008,0.459,0.579,0.616,0.044,0.198,0.474,0.0,ML Engineer
0.756,0.142,0.062,0.253,0.814,0.12,0.074,0.911,0.919,0.283,Cloud Engineer
0.588,0.133,0.109,0.58,0.671,0.042,0.072,0.897,0.383,0.505,Cybersecurity Analyst
1.0,0.086,0.113,0.651,1.0,0.912,0.153,0.024,0.316,0.803,Data Scientist
0.782,0.0,0.053,0.0,0.588,0.0,0.028,0.623,0.259,0.201,System Administrator
1.0,0.252,0.07,0.934,0.868,0.041,0.221,0.265,0.447,0.306,Backend Developer
0.761,0.113,0.056,0.262,0.471,0.057,0.018,0.911,0.323,0.459,Network Engineer
0.374,0.002,0.0,0.318,0.961,0.0,0.022,0.993,0.154,0.05,Cybersecurity Analyst
0.973,0.009,0.119,0.927,1.0,0.994,0.015,0.0,0.072,0.848,Data Scientist
0.198,0.867,0.919,0.298,0.728,0.093,0.973,0.069,0.106,0.769,Frontend Developer
0.942,0.139,0.021,0.468,0.914,1.0,0.064,0.011,0.435,0.387,ML Engineer
0.0,0.862,0.83,0.068,0.673,0.056,0.809,0.06,0.111,0.266,Mobile App Developer
0.012,0.046,0.0,0.166,0.404,0.048,0.0,0.79,0.405,0.0,System Administrator
0.225,0.023,0.117,0.7,0.575,0.041,0.032,0.278,0.223,0.248,Database Administrator
0.062,0.0,0.052,0.694,0.598,0.035,0.0,0.662,0.136,0.123,Database Administrator
0.428,0.749,0.601,0.528,0.704,0.0,0.585,0.07,0.259,0.75,Mobile App Developer
0.771,0.275,0.189,0.653,0.892,0.375,0.185,0.928,0.941,0.438,DevOps Engineer
0.579,0.108,0.003,0.74,0.719,0.217,0.108,0.91,0.332,0.37,Cybersecurity Analyst
0.341,0.0,0.059,0.565,0.52,0.082,0.078,0.815,0.682,0.341,System Administrator
0.547,0.087,0.0,0.414,0.786,0.21,0.215,0.815,0.869,0.657,Cloud Engineer
0.428,0.265,0.045,0.434,0.406,0.07,0.068,0.776,0.602,0.367,System Administrator
0.824,0.49,0.029,0.686,0.68,0.206,0.0,0.147,0.491,0.583,Backend Developer
0.662,0.006,0.032,1.0,0.735,0.584,0.457,0.1,0.12,0.957,Data Analyst
0.382,0.149,0.136,0.519,0.889,0.039,0.0,0.823,0.971,0.099,DevOps Engineer
0.557,0.026,0.047,0.281,0.795,0.04,0.076,0.908,0.311,0.44,Network Engineer
0.662,0.649,0.207,0.248,0.85,0.009,0.047,0.0,0.737,0.522,QA / Test Engineer
0.575,0.112,0.322,0.127,0.848,0.072,0.009,0.213,0.495,0.74,QA / Test Engineer
0.991,0.0,0.0,0.392,0.86,0.928,0.047,0.088,0.304,0.309,ML Engineer
0.453,0.146,0.112,0.66,0.92,0.09,0.087,0.929,0.506,0.366,Cybersecurity Analyst
0.111,0.719,0.702,0.178,0.51,0.0,0.635,0.0,0.115,0.623,Frontend Developer
0.364,0.329,0.394,0.587,0.714,0.038,0.233,0.211,0.431,0.725,QA / Test Engineer
0.174,0.667,0.732,0.0,0.596,0.097,0.973,0.12,0.012,0.867,UI/UX Designer
0.294,0.8,0.484,0.146,0.714,0.132,0.697,0.0,0.168,0.125,Mobile App Developer
0.381,0.126,0.083,0.253,0.451,0.019,0.052,0.596,0.331,0.284,Cybersecurity Analyst
0.94,0.882,0.791,0.711,0.818,0.213,0.498,0.132,0.277,0.31,Full Stack Developer
0.081,0.76,0.86,0.168,0.493,0.034,0.868,0.222,0.342,0.694,Frontend Developer
0.84,0.0,0.0,0.612,0.786,0.803,0.276,0.027,0.312,0.642,Data Scientist
1.0,0.136,0.051,0.735,1.0,0.987,0.0,0.012,0.18,0.766,Data Scientist
0.129,0.971,0.908,0.367,0.587,0.0,0.697,0.0,0.102,0.286,Frontend Developer
0.345,0.205,0.061,0.361,0.858,0.0,0.045,0.792,1.0,0.204,DevOps Engineer
0.776,0.205,0.27,0.754,0.679,0.48,0.578,0.0,0.0,0.67,Data Analyst
0.189,0.16,0.038,0.34,0.602,0.024,0.016,0.922,0.21,0.385,Network Engineer
0.672,0.243,0.103,0.837,0.777,0.148,0.0,0.543,0.263,0.208,Backend Developer
0.185,0.163,0.034,0.179,0.753,0.014,0.0,0.957,0.576,0.531,Network Engineer
0.625,0.656,0.494,0.652,0.693,0.416,0.252,0.022,0.248,0.538,Full Stack Developer
0.1,0.475,0.87,0.027,0.574,0.01,0.997,0.101,0.055,0.845,UI/UX Designer
0.143,0.21,0.06,0.141,0.938,0.095,0.054,0.91,0.948,0.232,DevOps Engineer
0.343,0.163,0.039,0.963,0.683,0.085,0.0,0.416,0.214,0.132,Database Administrator
0.128,0.676,0.501,0.29,0.551,0.0,0.79,0.082,0.25,0.426,Mobile App Developer
0.556,0.188,0.041,1.0,0.455,0.06,0.0,0.263,0.42,0.313,Database Administrator
0.504,0.005,0.019,0.146,0.984,0.013,0.035,0.773,0.492,0.584,System Administrator
0.038,0.945,0.382,0.478,0.551,0.0,0.889,0.215,0.179,0.471,Mobile App Developer
0.064,0.212,0.729,0.042,0.336,0.004,0.98,0.005,0.02,0.915,UI/UX Designer
0.269,0.0,0.055,0.295,0.723,0.01,0.0,0.894,0.627,0.425,Network Engineer
0.348,0.846,0.638,0.56,0.757,0.0,0.606,0.188,0.212,0.765,Mobile App Developer
0.053,0.275,0.684,0.126,0.54,0.058,0.917,0.029,0.047,0.901,UI/UX Designer
0.004,0.0,0.835,0.0,0.311,0.062,1.0,0.0,0.029,0.907,UI/UX Designer
0.957,0.161,0.06,0.662,1.0,0.957,0.0,0.0,0.328,0.667,ML Engineer
0.17,0.108,0.075,0.228,0.527,0.0,0.091,0.964,0.688,0.269,Network Engineer
0.534,0.085,0.077,0.4,0.553,0.63,0.059,0.034,0.255,0.446,ML Engineer
0.958,0.054,0.103,0.634,0.824,0.125,0.035,0.96,0.959,0.381,Cloud Engineer
0.221,0.951,0.993,0.321,0.666,0.183,0.856,0.0,0.088,0.7,Frontend Developer
0.068,0.069,0.0,0.233,0.815,0.0,0.0,0.85,0.505,0.451,System Administrator
1.0,0.305,0.19,0.816,0.854,0.251,0.223,0.302,0.214,0.53,Backend Developer
0.074,0.114,0.255,0.222,0.578,0.264,0.223,0.927,0.643,0.212,Network Engineer
0.868,0.165,0.254,0.943,0.746,0.342,0.138,0.584,0.541,0.604,Backend Developer
0.641,0.036,0.249,0.903,0.839,0.583,0.258,0.0,0.039,0.765,Data Analyst
0.764,0.182,0.281,0.0,0.912,0.342,0.164,0.857,0.526,0.897,Cybersecurity Analyst
0.438,0.005,0.0,1.0,0.872,0.657,0.275,0.0,0.0,0.631,Data Analyst
0.659,0.045,0.0,0.798,0.77,0.359,0.297,0.144,0.192,0.816,Data Analyst
0.027,0.681,0.321,0.187,0.618,0.0,0.632,0.148,0.216,0.509,Mobile App Developer
0.43,0.206,0.189,0.48,0.667,0.083,0.067,0.963,0.392,0.547,Cybersecurity Analyst
0.935,0.398,0.159,0.69,0.825,0.123,0.363,0.826,0.559,0.557,Backend Developer
0.437,0.0,0.036,0.351,0.557,0.0,0.0,0.664,0.807,0.391,Cloud Engineer
0.958,0.596,0.065,0.843,0.776,0.401,0.227,0.385,0.298,0.394,Backend Developer
0.312,0.864,0.755,0.458,0.703,0.123,0.807,0.054,0.291,0.415,Mobile App Developer
0.189,0.678,0.361,0.133,0.172,0.0,0.517,0.178,0.426,0.564,Mobile App Developer
0.252,0.044,0.052,0.115,0.679,0.051,0.0,0.956,0.315,0.716,Network Engineer
1.0,0.062,0.0,0.319,0.964,1.0,0.036,0.03,0.276,0.272,ML Engineer
0.623,0.0,0.037,0.498,0.777,0.247,0.122,0.455,0.463,0.484,Backend Developer
0.98,0.0,0.041,0.282,0.673,0.001,0.004,0.607,0.931,0.383,Cloud Engineer
0.0,0.665,0.557,0.082,0.401,0.0,0.353,0.0,0.087,0.466,Frontend Developer
0.796,0.758,0.827,0.54,0.875,0.173,0.458,0.526,0.897,0.55,Full Stack Developer
0.257,0.0,0.023,0.095,0.423,0.0,0.141,0.224,0.02,0.295,QA / Test Engineer
0.216,0.0,0.075,0.0,0.438,0.0,0.025,1.0,0.387,0.539,Network Engineer
0.473,0.127,0.011,0.276,0.593,0.158,0.04,0.665,0.288,0.454,Cybersecurity Analyst
0.0,0.229,0.518,0.0,0.361,0.0,0.66,0.136,0.051,0.426,UI/UX Designer
0.211,0.066,0.013,0.972,0.741,0.0,0.072,0.722,0.669,0.649,Database Administrator
0.08,0.919,0.867,0.208,0.587,0.038,0.98,0.087,0.111,0.824,Frontend Developer
0.204,0.7,0.67,0.018,0.278,0.003,0.87,0.008,0.063,0.831,UI/UX Designer
0.51,0.15,0.081,0.946,0.972,0.327,0.239,0.143,0.043,0.784,Data Analyst
0.542,0.08,0.012,0.446,0.64,0.026,0.022,0.588,0.791,0.428,System Administrator
0.392,0.181,0.0,0.245,0.273,0.021,0.067,0.309,0.601,0.316,System Administrator
0.974,0.36,0.118,0.806,0.946,0.193,0.249,0.497,0.439,0.568,Backend Developer
0.159,0.153,0.659,0.0,0.464,0.034,0.925,0.133,0.047,0.902,UI/UX Designer
1.0,0.106,0.125,0.996,0.94,1.0,0.109,0.08,0.142,0.534,Data Scientist
0.934,0.342,0.123,0.767,0.826,0.187,0.111,0.047,0.313,0.274,Backend Developer
0.0,1.0,1.0,0.087,0.616,0.022,0.951,0.05,0.0,0.355,Frontend Developer
0.999,0.784,0.72,0.554,1.0,0.125,0.292,0.179,0.478,0.346,Full Stack Developer
0.932,0.103,0.225,0.727,0.788,0.91,0.345,0.121,0.532,0.6,Data Scientist
0.753,0.054,0.047,0.867,0.92,0.0,0.265,0.026,0.052,0.683,Data Analyst
0.765,0.0,0.172,0.765,0.851,0.216,0.122,0.422,0.693,0.0,Backend Developer
0.255,0.456,0.069,0.537,0.822,0.058,0.085,0.282,0.288,0.769,QA / Test Engineer
0.422,0.071,0.0,0.236,0.662,0.073,0.07,1.0,0.742,0.194,System Administrator
0.703,0.058,0.079,0.631,0.867,0.079,0.242,0.715,0.712,0.677,System Administrator
0.908,0.526,0.06,0.77,0.919,0.103,0.05,0.489,0.297,0.407,Backend Developer
0.234,0.166,0.738,0.107,0.583,0.035,0.979,0.0,0.022,0.709,UI/UX Designer
0.477,0.217,0.146,0.107,0.669,0.122,0.0,0.206,0.339,0.918,QA / Test Engineer
1.0,0.06,0.054,0.301,1.0,0.993,0.0,0.101,0.203,0.231,ML Engineer
0.833,0.279,0.074,0.863,0.8,0.188,0.173,0.278,0.467,0.372,Backend Developer
0.571,0.044,0.052,0.445,0.976,0.095,0.096,1.0,0.722,0.686,Cybersecurity Analyst
0.941,0.66,0.673,0.554,0.826,0.258,0.289,0.42,0.525,0.598,Full Stack Developer
0.713,0.195,0.142,0.472,0.816,0.11,0.01,0.915,0.532,0.714,Cybersecurity Analyst
0.167,0.921,0.371,0.241,0.892,0.049,0.823,0.095,0.164,0.473,Mobile App Developer
0.992,0.0,0.047,0.888,0.919,0.937,0.05,0.0,0.063,0.434,Data Scientist
0.07,0.152,0.924,0.0,0.358,0.072,0.999,0.0,0.0,0.837,UI/UX Designer
0.044,0.561,0.067,0.346,0.584,0.112,0.665,0.271,0.462,0.578,Mobile App Developer
0.989,0.076,0.0,0.761,0.97,1.0,0.078,0.0,0.0,0.362,Data Scientist
0.203,0.028,0.0,0.379,0.793,0.139,0.038,0.877,0.971,0.479,Cloud Engineer
0.335,0.0,0.038,0.086,0.834,0.0,0.017,0.958,1.0,0.243,Cloud Engineer
1.0,0.448,0.294,0.461,0.573,0.108,0.139,0.083,0.758,0.952,QA / Test Engineer
0.272,0.0,0.089,0.225,0.83,0.024,0.0,0.919,0.642,0.42,Network Engineer
0.578,0.104,0.0,0.581,0.403,0.0,0.0,0.556,0.439,0.053,Network Engineer
0.158,0.167,0.443,0.389,0.546,0.049,0.338,0.187,0.0,0.452,QA / Test Engineer
0.073,0.527,0.552,0.0,0.277,0.113,0.706,0.0,0.026,0.471,UI/UX Designer
0.326,0.277,0.036,0.355,0.72,0.036,0.0,0.621,0.74,0.636,System Administrator
0.026,0.887,0.959,0.204,0.4,0.0,0.723,0.129,0.052,0.354,Frontend Developer
0.0,0.893,0.813,0.226,0.381,0.128,0.824,0.089,0.066,0.322,Frontend Developer
0.388,0.059,0.034,0.83,0.545,0.564,0.211,0.065,0.082,0.769,Data Analyst
0.122,0.041,0.025,0.171,0.336,0.023,0.03,0.976,0.292,0.177,Network Engineer
0.152,0.976,0.968,0.31,0.565,0.098,0.732,0.04,0.15,0.619,Frontend Developer
0.686,0.311,0.468,0.54,0.665,0.026,0.165,0.276,0.271,0.64,QA / Test Engineer
0.557,0.027,0.073,0.925,0.83,0.064,0.462,0.098,0.132,0.967,Data Analyst
0.61,0.155,0.07,0.561,0.704,0.135,0.092,0.644,0.831,0.442,Cloud Engineer
0.062,0.121,0.0,0.24,0.774,0.032,0.063,0.96,0.767,0.386,Network Engineer
0.287,0.473,0.15,1.0,0.885,0.293,0.168,0.854,0.298,0.579,Cybersecurity Analyst
0.901,0.399,0.0,1.0,0.966,0.391,0.028,0.301,0.406,0.384,Backend Developer
0.627,0.296,0.017,0.242,0.918,0.144,0.075,0.724,1.0,0.363,DevOps Engineer
0.55,0.076,0.073,0.489,0.713,0.114,0.077,0.647,0.816,0.718,Cloud Engineer
